,G_x,AB,R,H,2B,3B,HR,RBI,SB_x,CS_x,BB,SO,IBB,HBP,SH,SF,GIDP,stint,G_y,GS,InnOuts,PO,A,E,DP,PB,SB_y,CS_y,salary,MinSalaries,adjSalary,adjMinSalaries,adjSalary2,Bavg,Slug,OBP,FPct,yearID,playerID,Primary
17865,80,174,14,49,5,2,0,17.0,1.0,2.0,7,26.0,0.0,2.0,1.0,2.0,12.0,1.0,50.0,34.0,921.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,3000000.0,500000.0,3104999.9999999995,517499.99999999994,3104999.9999999995,0.28160919540229884,0.3333333333333333,0.31351351351351353,1.0,2014,tabatjo01,OF
17871,123,440,56,95,14,0,22,62.0,1.0,1.0,58,109.0,3.0,6.0,0.0,4.0,13.0,1.0,117.0,116.0,3064.0,915.0,66.0,6.0,73.0,0.0,0.0,0.0,22500000.0,500000.0,23287500.0,517499.99999999994,23287500.0,0.2159090909090909,0.3977272727272727,0.31299212598425197,0.993920972644377,2014,teixema01,1B
17880,88,328,37,77,15,1,14,61.0,2.0,3.0,28,89.0,3.0,1.0,0.0,5.0,8.0,2.0,84.0,84.0,2207.0,428.0,23.0,3.0,42.0,0.0,0.0,0.0,4800000.0,500000.0,4968000.0,517499.99999999994,4968000.0,0.2347560975609756,0.4146341463414634,0.292817679558011,0.9933920704845814,2014,trumbma01,1B
17881,91,315,71,107,18,1,21,52.0,1.0,1.0,50,57.0,4.0,5.0,0.0,5.0,4.0,1.0,89.0,88.0,2219.0,119.0,269.0,4.0,59.0,0.0,0.0,0.0,16000000.0,500000.0,16559999.999999998,517499.99999999994,16559999.999999998,0.3396825396825397,0.6031746031746031,0.432,0.9897959183673469,2014,tulowtr01,SS
17883,52,141,14,21,3,0,2,10.0,0.0,0.0,11,46.0,0.0,4.0,0.0,1.0,3.0,3.0,39.0,37.0,999.0,67.0,109.0,11.0,21.0,0.0,0.0,0.0,13000000.0,500000.0,13454999.999999998,517499.99999999994,13454999.999999998,0.14893617021276595,0.2127659574468085,0.22929936305732485,0.9411764705882353,2014,ugglada01,2B
17884,141,519,67,108,19,5,12,35.0,20.0,7.0,57,173.0,5.0,1.0,3.0,2.0,6.0,1.0,139.0,135.0,3655.0,329.0,9.0,7.0,3.0,0.0,0.0,0.0,13450000.0,500000.0,13920749.999999998,517499.99999999994,13920749.999999998,0.20809248554913296,0.3333333333333333,0.2867012089810017,0.9797101449275363,2014,uptonbj01,OF
17885,154,566,77,153,34,2,29,102.0,8.0,4.0,60,171.0,1.0,6.0,0.0,8.0,10.0,1.0,150.0,151.0,3959.0,271.0,5.0,8.0,0.0,0.0,0.0,0.0,14250000.0,500000.0,14748749.999999998,517499.99999999994,14748749.999999998,0.2703180212014134,0.4911660777385159,0.3421875,0.971830985915493,2014,uptonju01,OF
17886,103,386,36,120,23,0,9,54.0,0.0,1.0,15,77.0,2.0,1.0,0.0,2.0,15.0,1.0,102.0,98.0,2623.0,60.0,215.0,6.0,25.0,0.0,0.0,0.0,6500000.0,500000.0,6727499.999999999,517499.99999999994,6727499.999999999,0.31088082901554404,0.44041450777202074,0.33663366336633666,0.9786476868327402,2014,uribeju01,3B
17887,155,589,74,159,36,6,11,78.0,10.0,1.0,53,85.0,12.0,13.0,0.0,9.0,8.0,2.0,148.0,147.0,3972.0,294.0,423.0,11.0,87.0,0.0,0.0,0.0,15000000.0,500000.0,15524999.999999998,517499.99999999994,15524999.999999998,0.2699490662139219,0.4074702886247878,0.338855421686747,0.9848901098901099,2014,utleych01,2B
17889,149,478,68,119,33,4,16,51.0,1.0,2.0,65,113.0,4.0,2.0,1.0,1.0,8.0,2.0,145.0,122.0,3364.0,102.0,243.0,9.0,21.0,0.0,0.0,0.0,1710000.0,500000.0,1769849.9999999998,517499.99999999994,1769849.9999999998,0.2489539748953975,0.4351464435146444,0.34065934065934067,0.9745762711864406,2014,valbulu01,3B
17895,146,406,47,91,13,2,8,33.0,11.0,6.0,33,107.0,2.0,4.0,3.0,2.0,6.0,1.0,136.0,102.0,2867.0,254.0,3.0,0.0,0.0,0.0,0.0,0.0,4250000.0,500000.0,4398750.0,517499.99999999994,4398750.0,0.22413793103448276,0.3251231527093596,0.2876404494382023,1.0,2014,venabwi01,OF
17896,145,523,65,121,22,3,21,58.0,0.0,1.0,32,122.0,3.0,5.0,0.0,3.0,19.0,2.0,132.0,127.0,3158.0,240.0,5.0,8.0,1.0,0.0,0.0,0.0,2800000.0,500000.0,2898000.0,517499.99999999994,2898000.0,0.23135755258126195,0.40535372848948376,0.28063943161634103,0.9683794466403162,2014,vicieda01,OF
17897,30,123,14,33,6,1,2,12.0,2.0,0.0,6,21.0,0.0,1.0,1.0,2.0,3.0,1.0,30.0,30.0,791.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,13000000.0,500000.0,13454999.999999998,517499.99999999994,13454999.999999998,0.2682926829268293,0.3821138211382114,0.30303030303030304,1.0,2014,victosh01,OF
17900,62,220,32,56,16,0,6,23.0,1.0,1.0,47,49.0,2.0,3.0,0.0,2.0,5.0,1.0,61.0,61.0,1617.0,499.0,63.0,7.0,39.0,0.0,0.0,0.0,12000000.0,500000.0,12419999.999999998,517499.99999999994,12419999.999999998,0.2545454545454545,0.4090909090909091,0.3897058823529412,0.9876977152899824,2014,vottojo01,1B
17902,137,512,74,139,25,3,23,76.0,2.0,2.0,45,88.0,2.0,11.0,1.0,2.0,12.0,1.0,135.0,132.0,3527.0,251.0,374.0,5.0,87.0,0.0,0.0,0.0,5750000.0,500000.0,5951250.0,517499.99999999994,5951250.0,0.271484375,0.466796875,0.34210526315789475,0.9920634920634921,2014,walkene01,2B
17906,121,252,36,69,19,1,8,29.0,3.0,4.0,25,73.0,0.0,8.0,0.0,1.0,7.0,1.0,62.0,49.0,1348.0,92.0,126.0,7.0,31.0,0.0,0.0,0.0,11000000.0,500000.0,11385000.0,517499.99999999994,11385000.0,0.27380952380952384,0.4523809523809524,0.35664335664335667,0.9688888888888889,2014,weeksri01,2B
17907,147,534,85,156,37,1,16,82.0,9.0,1.0,83,113.0,3.0,9.0,0.0,3.0,9.0,1.0,139.0,137.0,3662.0,247.0,8.0,5.0,1.0,0.0,0.0,0.0,20000000.0,500000.0,20700000.0,517499.99999999994,20700000.0,0.29213483146067415,0.4550561797752809,0.3942766295707472,0.9807692307692307,2014,werthja01,OF
17911,26,104,13,32,5,0,5,18.0,0.0,1.0,6,19.0,0.0,0.0,0.0,2.0,1.0,1.0,22.0,22.0,584.0,169.0,5.0,1.0,0.0,0.0,11.0,1.0,7700000.0,500000.0,7969499.999999999,517499.99999999994,7969499.999999999,0.3076923076923077,0.5,0.3392857142857143,0.9942857142857143,2014,wietema01,C
17914,92,297,48,64,10,1,14,40.0,2.0,0.0,53,102.0,3.0,9.0,0.0,5.0,6.0,3.0,54.0,53.0,1342.0,106.0,3.0,0.0,2.0,0.0,0.0,0.0,7000000.0,500000.0,7244999.999999999,517499.99999999994,7244999.999999999,0.21548821548821548,0.39730639730639733,0.34615384615384615,1.0,2014,willijo03,OF
17919,134,535,54,144,30,1,8,63.0,8.0,5.0,42,113.0,5.0,4.0,0.0,5.0,22.0,1.0,133.0,133.0,3570.0,83.0,231.0,15.0,21.0,0.0,0.0,0.0,20000000.0,500000.0,20700000.0,517499.99999999994,20700000.0,0.2691588785046729,0.37383177570093457,0.3242320819112628,0.9544072948328267,2014,wrighda03,3B
17922,111,325,40,72,20,0,11,38.0,8.0,3.0,32,70.0,2.0,5.0,1.0,3.0,3.0,3.0,97.0,80.0,2219.0,168.0,6.0,2.0,3.0,0.0,0.0,0.0,7250000.0,500000.0,7503749.999999999,517499.99999999994,7503749.999999999,0.22153846153846155,0.38461538461538464,0.29863013698630136,0.9886363636363636,2014,youngch04,OF
17924,100,280,48,64,10,5,1,17.0,30.0,6.0,24,60.0,1.0,5.0,5.0,2.0,2.0,2.0,75.0,66.0,1769.0,131.0,8.0,1.0,1.0,0.0,0.0,0.0,1850000.0,500000.0,1914749.9999999998,517499.99999999994,1914749.9999999998,0.22857142857142856,0.3107142857142857,0.2990353697749196,0.9928571428571429,2014,younger03,OF
17925,61,214,26,60,19,1,5,38.0,0.0,0.0,22,37.0,0.0,0.0,0.0,4.0,6.0,3.0,58.0,54.0,1404.0,89.0,39.0,4.0,6.0,0.0,0.0,0.0,14000000.0,500000.0,14489999.999999998,517499.99999999994,14489999.999999998,0.2803738317757009,0.4485981308411215,0.3416666666666667,0.9696969696969697,2014,zimmery01,OF
17926,146,570,83,155,34,3,10,52.0,10.0,5.0,75,84.0,4.0,1.0,2.0,6.0,8.0,3.0,164.0,137.0,3659.0,222.0,244.0,8.0,44.0,0.0,0.0,0.0,7000000.0,500000.0,7244999.999999999,517499.99999999994,7244999.999999999,0.2719298245614035,0.39473684210526316,0.35429447852760737,0.9831223628691983,2014,zobribe01,2B
17928,154,613,88,178,34,3,30,101.0,0.0,0.0,39,140.0,11.0,15.0,0.0,1.0,16.0,1.0,115.0,115.0,3051.0,952.0,60.0,11.0,100.0,0.0,0.0,0.0,8666000.0,507500.0,8960644.0,524755.0,8960644.0,0.2903752039151713,0.5024469820554649,0.3473053892215569,0.989247311827957,2015,abreujo02,1B
17929,108,238,28,55,11,3,10,30.0,2.0,2.0,18,45.0,0.0,1.0,3.0,4.0,3.0,8.0,96.0,67.0,1852.0,143.0,18.0,1.0,4.0,0.0,0.0,0.0,2600000.0,507500.0,2688400.0,524755.0,2688400.0,0.23109243697478993,0.42857142857142855,0.2835249042145594,0.9938271604938271,2015,ackledu01,OF
17938,103,354,50,100,18,1,5,31.0,2.0,5.0,42,48.0,3.0,3.0,0.0,3.0,13.0,2.0,104.0,94.0,2521.0,817.0,56.0,3.0,71.0,0.0,0.0,0.0,1650000.0,507500.0,1706100.0,524755.0,1706100.0,0.2824858757062147,0.3813559322033898,0.36069651741293535,0.9965753424657534,2015,alonsyo01,1B
17940,154,638,86,200,40,4,15,66.0,38.0,13.0,33,67.0,8.0,9.0,3.0,6.0,17.0,1.0,153.0,153.0,3992.0,247.0,417.0,5.0,81.0,0.0,0.0,0.0,2500000.0,507500.0,2585000.0,524755.0,2585000.0,0.31347962382445144,0.4592476489028213,0.35276967930029157,0.992526158445441,2015,altuvjo01,2B
17942,150,437,60,106,18,0,27,77.0,2.0,0.0,48,131.0,9.0,2.0,0.0,4.0,6.0,1.0,124.0,119.0,2719.0,966.0,68.0,23.0,98.0,0.0,0.0,0.0,5750000.0,507500.0,5945500.0,524755.0,5945500.0,0.2425629290617849,0.4691075514874142,0.31771894093686354,0.978240302743614,2015,alvarpe01,1B
17945,160,596,69,154,34,2,7,62.0,25.0,9.0,46,78.0,1.0,2.0,8.0,9.0,14.0,1.0,160.0,159.0,4214.0,248.0,516.0,22.0,114.0,0.0,0.0,0.0,15000000.0,507500.0,15510000.0,524755.0,15510000.0,0.25838926174496646,0.3573825503355705,0.3093415007656968,0.9720101781170484,2015,andruel01,SS
17947,93,355,42,102,12,3,5,26.0,14.0,5.0,30,25.0,0.0,6.0,1.0,0.0,8.0,1.0,87.0,85.0,2189.0,136.0,4.0,0.0,0.0,0.0,0.0,0.0,4000000.0,507500.0,4136000.0,524755.0,4136000.0,0.28732394366197184,0.38028169014084506,0.35294117647058826,1.0,2015,aokino01,OF
17954,67,178,21,34,5,0,4,13.0,0.0,1.0,40,66.0,0.0,0.0,1.0,0.0,4.0,2.0,67.0,56.0,1499.0,411.0,27.0,1.0,15.0,2.0,21.0,11.0,5400000.0,507500.0,5583600.0,524755.0,5583600.0,0.19101123595505617,0.28651685393258425,0.3394495412844037,0.9977220956719818,2015,avilaal01,C
17955,98,290,37,67,10,0,5,17.0,3.0,1.0,20,38.0,0.0,1.0,5.0,1.0,18.0,4.0,101.0,79.0,2102.0,101.0,127.0,10.0,21.0,0.0,0.0,0.0,3500000.0,507500.0,3619000.0,524755.0,3619000.0,0.23103448275862068,0.31724137931034485,0.28205128205128205,0.957983193277311,2015,avilemi01,OF
17956,156,597,74,161,30,1,3,44.0,15.0,6.0,25,73.0,1.0,4.0,7.0,5.0,12.0,1.0,154.0,154.0,4007.0,244.0,359.0,17.0,71.0,0.0,0.0,0.0,8500000.0,507500.0,8789000.0,524755.0,8789000.0,0.2696817420435511,0.33835845896147404,0.3011093502377179,0.9725806451612903,2015,aybarer01,SS
17958,41,72,11,15,3,0,3,8.0,0.0,0.0,8,25.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,15.0,363.0,116.0,4.0,2.0,7.0,0.0,0.0,0.0,2100000.0,507500.0,2171400.0,524755.0,2171400.0,0.20833333333333334,0.375,0.2875,0.9836065573770492,2015,bakerje03,1B
17963,17,27,4,7,1,0,2,4.0,0.0,0.0,1,2.0,0.0,0.0,2.0,0.0,0.0,4.0,17.0,7.0,227.0,10.0,26.0,1.0,3.0,0.0,0.0,0.0,2525000.0,507500.0,2610850.0,524755.0,2610850.0,0.25925925925925924,0.5185185185185185,0.2857142857142857,0.972972972972973,2015,barneda01,2B
17966,153,543,108,136,29,3,40,114.0,8.0,2.0,110,106.0,2.0,5.0,0.0,8.0,19.0,1.0,118.0,118.0,3116.0,224.0,4.0,3.0,1.0,0.0,0.0,0.0,14000000.0,507500.0,14476000.0,524755.0,14476000.0,0.2504604051565378,0.5359116022099447,0.3768768768768769,0.987012987012987,2015,bautijo02,OF
17968,100,211,24,44,8,0,6,20.0,0.0,1.0,19,43.0,1.0,2.0,1.0,4.0,6.0,3.0,92.0,50.0,1596.0,55.0,134.0,4.0,23.0,0.0,0.0,0.0,2000000.0,507500.0,2068000.0,524755.0,2068000.0,0.20853080568720378,0.33175355450236965,0.2754237288135593,0.9792746113989638,2015,beckhgo01,3B
17970,137,492,73,138,33,5,18,68.0,9.0,3.0,56,147.0,2.0,4.0,0.0,4.0,3.0,2.0,134.0,130.0,3439.0,1076.0,71.0,5.0,91.0,0.0,0.0,0.0,3600000.0,507500.0,3722400.0,524755.0,3722400.0,0.2804878048780488,0.47764227642276424,0.35611510791366907,0.9956597222222222,2015,beltbr01,1B
17971,143,567,83,163,32,4,18,83.0,1.0,0.0,41,65.0,4.0,3.0,0.0,8.0,18.0,1.0,142.0,142.0,3713.0,105.0,267.0,17.0,28.0,0.0,0.0,0.0,16000000.0,507500.0,16544000.0,524755.0,16544000.0,0.2874779541446208,0.4532627865961199,0.3344103392568659,0.9562982005141388,2015,beltrad01,3B
17972,133,478,57,132,34,1,19,67.0,0.0,0.0,45,85.0,2.0,2.0,0.0,6.0,12.0,1.0,123.0,120.0,2905.0,166.0,5.0,3.0,3.0,0.0,0.0,0.0,15000000.0,507500.0,15510000.0,524755.0,15510000.0,0.27615062761506276,0.4707112970711297,0.3370998116760829,0.9827586206896551,2015,beltrca01,OF
17982,115,327,59,95,19,3,5,26.0,13.0,5.0,40,59.0,7.0,2.0,0.0,3.0,3.0,1.0,93.0,78.0,2198.0,183.0,1.0,3.0,0.0,0.0,0.0,0.0,3600000.0,507500.0,3722400.0,524755.0,3722400.0,0.290519877675841,0.41284403669724773,0.3682795698924731,0.983957219251337,2015,blancgr01,OF
17984,35,69,2,11,1,0,0,4.0,1.0,1.0,2,13.0,0.0,1.0,0.0,0.0,2.0,5.0,30.0,16.0,466.0,41.0,27.0,0.0,7.0,0.0,0.0,0.0,3000000.0,507500.0,3102000.0,524755.0,3102000.0,0.15942028985507245,0.17391304347826086,0.19444444444444445,1.0,2015,bloomwi01,2B
17988,47,78,5,13,2,0,0,4.0,1.0,4.0,2,27.0,0.0,1.0,1.0,0.0,1.0,3.0,23.0,12.0,361.0,30.0,37.0,3.0,11.0,0.0,0.0,0.0,3000000.0,507500.0,3102000.0,524755.0,3102000.0,0.16666666666666666,0.19230769230769232,0.19753086419753085,0.9571428571428572,2015,bonifem01,2B
17990,117,195,32,39,8,3,4,13.0,5.0,8.0,19,59.0,4.0,6.0,4.0,1.0,2.0,1.0,93.0,41.0,1430.0,125.0,1.0,1.0,1.0,0.0,0.0,0.0,1650000.0,507500.0,1706100.0,524755.0,1706100.0,0.2,0.3333333333333333,0.2895927601809955,0.9921259842519685,2015,bourjpe01,OF
17992,141,425,39,101,15,2,0,30.0,17.0,7.0,46,107.0,0.0,0.0,8.0,3.0,5.0,3.0,131.0,115.0,3131.0,273.0,7.0,1.0,3.0,0.0,0.0,0.0,13500000.0,507500.0,13959000.0,524755.0,13959000.0,0.2376470588235294,0.2823529411764706,0.310126582278481,0.99644128113879,2015,bournmi01,OF
17994,137,529,68,164,45,0,15,84.0,15.0,1.0,60,51.0,8.0,2.0,0.0,5.0,14.0,1.0,118.0,118.0,3104.0,212.0,8.0,2.0,1.0,0.0,0.0,0.0,5875000.0,507500.0,6074750.0,524755.0,6074750.0,0.31001890359168244,0.48015122873345933,0.37919463087248323,0.990990990990991,2015,brantmi02,OF
17996,140,506,87,144,27,3,25,84.0,24.0,4.0,54,115.0,4.0,4.0,0.0,3.0,20.0,1.0,130.0,128.0,3363.0,205.0,5.0,2.0,1.0,0.0,0.0,0.0,13000000.0,507500.0,13442000.0,524755.0,13442000.0,0.2845849802371542,0.4980237154150198,0.3562610229276896,0.9905660377358491,2015,braunry02,OF
18000,63,189,19,43,6,1,5,25.0,3.0,1.0,14,36.0,0.0,1.0,0.0,0.0,2.0,1.0,50.0,47.0,1210.0,99.0,4.0,1.0,1.0,0.0,0.0,0.0,2600000.0,507500.0,2688400.0,524755.0,2688400.0,0.2275132275132275,0.3492063492063492,0.28431372549019607,0.9903846153846154,2015,browndo01,OF
18003,157,580,72,131,35,4,26,87.0,9.0,5.0,58,145.0,8.0,2.0,0.0,9.0,10.0,1.0,150.0,150.0,3959.0,300.0,11.0,3.0,0.0,0.0,0.0,0.0,12000000.0,507500.0,12408000.0,524755.0,12408000.0,0.22586206896551725,0.43448275862068964,0.2942989214175655,0.9904458598726115,2015,bruceja01,OF
18008,151,538,63,135,28,1,15,65.0,0.0,0.0,52,101.0,4.0,7.0,0.0,4.0,26.0,1.0,7.0,7.0,171.0,49.0,7.0,0.0,4.0,0.0,0.0,0.0,6666000.0,507500.0,6892644.0,524755.0,6892644.0,0.25092936802973975,0.3903345724907063,0.3227953410981697,1.0,2015,butlebi03,1B
18011,135,506,58,125,25,5,23,73.0,2.0,1.0,29,145.0,2.0,4.0,0.0,5.0,10.0,3.0,129.0,126.0,3373.0,241.0,4.0,0.0,0.0,0.0,0.0,0.0,8000000.0,507500.0,8272000.0,524755.0,8272000.0,0.24703557312252963,0.4525691699604743,0.29044117647058826,1.0,2015,byrdma01,OF
18012,143,505,66,134,28,5,15,58.0,6.0,3.0,36,107.0,4.0,3.0,1.0,6.0,14.0,1.0,136.0,131.0,3423.0,150.0,284.0,9.0,51.0,0.0,0.0,0.0,7500000.0,507500.0,7755000.0,524755.0,7755000.0,0.26534653465346536,0.4297029702970297,0.3145454545454546,0.9796839729119639,2015,cabreas01,SS
18013,29,96,7,20,2,0,0,4.0,2.0,0.0,5,22.0,0.0,1.0,1.0,2.0,4.0,2.0,29.0,28.0,721.0,26.0,67.0,3.0,9.0,0.0,0.0,0.0,2400000.0,507500.0,2481600.0,524755.0,2481600.0,0.20833333333333334,0.22916666666666666,0.25,0.96875,2015,cabreev01,SS
18014,158,629,70,172,36,2,12,77.0,3.0,0.0,40,88.0,2.0,2.0,2.0,10.0,18.0,1.0,150.0,150.0,3974.0,220.0,8.0,5.0,0.0,0.0,0.0,0.0,13000000.0,507500.0,13442000.0,524755.0,13442000.0,0.27344992050874406,0.3942766295707472,0.3142437591776799,0.9785407725321889,2015,cabreme01,OF
18015,119,429,64,145,28,1,18,76.0,1.0,1.0,77,82.0,15.0,3.0,0.0,2.0,19.0,1.0,107.0,107.0,2797.0,903.0,76.0,4.0,96.0,0.0,0.0,0.0,22000000.0,507500.0,22748000.0,524755.0,22748000.0,0.337995337995338,0.5337995337995338,0.44031311154598823,0.9959308240081384,2015,cabremi01,1B
18017,140,551,101,169,34,6,16,72.0,28.0,6.0,37,98.0,4.0,12.0,0.0,4.0,16.0,1.0,137.0,137.0,3577.0,391.0,6.0,10.0,2.0,0.0,0.0,0.0,2725000.0,507500.0,2817650.0,524755.0,2817650.0,0.30671506352087113,0.47731397459165154,0.3609271523178808,0.9754299754299754,2015,cainlo01,OF
18020,97,230,20,54,7,0,1,15.0,0.0,0.0,28,34.0,1.0,0.0,1.0,2.0,6.0,4.0,69.0,54.0,1485.0,37.0,104.0,5.0,12.0,0.0,0.0,0.0,3000000.0,507500.0,3102000.0,524755.0,3102000.0,0.23478260869565218,0.2782608695652174,0.3153846153846154,0.9657534246575342,2015,callaal01,3B
18023,156,624,82,179,34,1,21,79.0,2.0,6.0,43,107.0,5.0,3.0,0.0,4.0,26.0,1.0,149.0,149.0,3949.0,287.0,403.0,6.0,104.0,0.0,0.0,0.0,24000000.0,507500.0,24816000.0,524755.0,24816000.0,0.28685897435897434,0.44551282051282054,0.33382789317507416,0.9913793103448276,2015,canoro01,2B
18024,154,574,101,156,44,3,28,84.0,4.0,3.0,81,151.0,5.0,6.0,0.0,4.0,5.0,3.0,160.0,151.0,3939.0,102.0,254.0,14.0,31.0,0.0,0.0,0.0,3750000.0,507500.0,3877500.0,524755.0,3877500.0,0.27177700348432055,0.5052264808362369,0.36541353383458647,0.9621621621621622,2015,carpema01,3B
18026,129,391,50,78,17,0,24,64.0,1.0,2.0,57,151.0,1.0,6.0,0.0,5.0,5.0,1.0,115.0,105.0,2740.0,911.0,67.0,8.0,85.0,0.0,0.0,0.0,4175000.0,507500.0,4316950.0,524755.0,4316950.0,0.19948849104859334,0.42710997442455245,0.30718954248366015,0.9918864097363083,2015,cartech02,1B
18029,80,273,35,69,10,2,5,29.0,4.0,5.0,13,54.0,0.0,1.0,1.0,1.0,11.0,1.0,75.0,67.0,1843.0,152.0,6.0,5.0,0.0,0.0,0.0,0.0,11271000.0,507500.0,11654214.0,524755.0,11654214.0,0.25274725274725274,0.358974358974359,0.2881944444444444,0.9693251533742331,2015,castiru01,OF
18030,110,342,42,81,15,1,19,57.0,0.0,0.0,25,92.0,1.0,6.0,0.0,5.0,12.0,6.0,88.0,83.0,2210.0,606.0,35.0,7.0,4.0,7.0,33.0,11.0,2100000.0,507500.0,2171400.0,524755.0,2171400.0,0.23684210526315788,0.45321637426900585,0.2962962962962963,0.9891975308641975,2015,castiwe01,C
18032,104,337,38,71,19,0,11,31.0,0.0,0.0,33,115.0,1.0,2.0,0.0,3.0,5.0,1.0,103.0,102.0,2650.0,777.0,62.0,1.0,5.0,7.0,42.0,24.0,4000000.0,507500.0,4136000.0,524755.0,4136000.0,0.21068249258160238,0.3649851632047478,0.2826666666666667,0.9988095238095238,2015,castrja01,C
18033,151,547,52,145,23,2,11,69.0,5.0,5.0,21,91.0,6.0,5.0,1.0,4.0,18.0,2.0,147.0,133.0,3603.0,190.0,408.0,24.0,78.0,0.0,0.0,0.0,6857143.0,507500.0,7090285.862000001,524755.0,7090285.862000001,0.26508226691042047,0.37477148080438755,0.29636048526863085,0.9614147909967846,2015,castrst01,SS
18038,159,633,101,184,42,6,35,105.0,7.0,5.0,33,141.0,5.0,5.0,0.0,5.0,14.0,3.0,153.0,152.0,4004.0,328.0,13.0,7.0,1.0,0.0,0.0,0.0,10500000.0,507500.0,10857000.0,524755.0,10857000.0,0.29067930489731436,0.5418641390205371,0.32840236686390534,0.9798850574712644,2015,cespeyo01,OF
18040,106,333,38,82,19,1,7,44.0,4.0,1.0,23,69.0,3.0,1.0,2.0,3.0,0.0,2.0,101.0,85.0,2280.0,117.0,106.0,6.0,14.0,0.0,0.0,0.0,2250000.0,507500.0,2326500.0,524755.0,2326500.0,0.24624624624624625,0.37237237237237236,0.29444444444444445,0.9737991266375546,2015,chiselo01,OF
18042,149,555,94,153,32,3,22,82.0,4.0,2.0,76,147.0,1.0,15.0,2.0,5.0,7.0,1.0,148.0,144.0,3786.0,315.0,5.0,5.0,2.0,0.0,0.0,0.0,14000000.0,507500.0,14476000.0,524755.0,14476000.0,0.2756756756756757,0.46306306306306305,0.37480798771121354,0.9846153846153847,2015,choosh01,OF
18045,148,440,64,110,25,6,16,41.0,11.0,2.0,58,94.0,6.0,3.0,1.0,1.0,8.0,4.0,142.0,119.0,3001.0,198.0,29.0,1.0,4.0,0.0,0.0,0.0,2505000.0,507500.0,2590170.0,524755.0,2590170.0,0.25,0.4431818181818182,0.34063745019920316,0.9956140350877193,2015,coghlch01,OF
18056,53,194,28,50,10,1,9,28.0,3.0,3.0,14,29.0,1.0,2.0,1.0,3.0,4.0,1.0,52.0,52.0,1349.0,79.0,132.0,3.0,30.0,0.0,0.0,0.0,2350000.0,507500.0,2429900.0,524755.0,2429900.0,0.25773195876288657,0.4587628865979381,0.30985915492957744,0.985981308411215,2015,cozarza01,SS
18057,36,79,6,12,1,0,1,3.0,0.0,0.0,7,26.0,0.0,2.0,0.0,0.0,2.0,2.0,22.0,12.0,408.0,55.0,3.0,0.0,3.0,0.0,0.0,0.0,5500000.0,507500.0,5687000.0,524755.0,5687000.0,0.1518987341772152,0.20253164556962025,0.23863636363636365,1.0,2015,craigal01,OF
18058,143,507,65,130,33,4,21,84.0,6.0,4.0,39,119.0,9.0,11.0,0.0,4.0,18.0,1.0,140.0,136.0,3601.0,191.0,427.0,13.0,89.0,0.0,0.0,0.0,3175000.0,507500.0,3282950.0,524755.0,3282950.0,0.2564102564102564,0.46153846153846156,0.32085561497326204,0.9793977812995246,2015,crawfbr01,SS
18059,69,181,19,48,9,2,4,16.0,10.0,2.0,10,41.0,1.0,0.0,0.0,0.0,3.0,1.0,51.0,42.0,1040.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,21357000.0,507500.0,22083138.0,524755.0,22083138.0,0.26519337016574585,0.40331491712707185,0.3036649214659686,1.0,2015,crawfca02,OF
18060,44,126,11,22,6,0,0,6.0,2.0,0.0,13,25.0,0.0,0.0,0.0,0.0,2.0,1.0,37.0,27.0,760.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,11000000.0,507500.0,11374000.0,524755.0,11374000.0,0.1746031746031746,0.2222222222222222,0.2517985611510791,1.0,2015,crispco01,OF
18062,152,590,90,178,22,1,44,93.0,3.0,2.0,59,164.0,9.0,5.0,0.0,1.0,6.0,1.0,80.0,80.0,2112.0,151.0,6.0,4.0,1.0,0.0,0.0,0.0,14250000.0,507500.0,14734500.0,524755.0,14734500.0,0.3016949152542373,0.5661016949152542,0.36946564885496186,0.9751552795031055,2015,cruzne02,OF
18064,117,379,44,98,18,1,10,41.0,2.0,0.0,24,88.0,0.0,4.0,0.0,1.0,13.0,2.0,93.0,87.0,2243.0,219.0,15.0,3.0,11.0,0.0,0.0,0.0,8500000.0,507500.0,8789000.0,524755.0,8789000.0,0.25857519788918204,0.39050131926121373,0.3088235294117647,0.9873417721518988,2015,cuddymi01,OF
18070,160,573,100,150,31,0,47,117.0,2.0,3.0,84,208.0,6.0,8.0,0.0,5.0,6.0,2.0,141.0,137.0,3601.0,921.0,55.0,3.0,77.0,0.0,0.0,0.0,12000000.0,507500.0,12408000.0,524755.0,12408000.0,0.2617801047120419,0.5619546247818499,0.3611940298507463,0.9969356486210419,2015,davisch02,1B
18071,74,214,19,49,17,0,3,20.0,0.0,0.0,23,44.0,0.0,0.0,0.0,2.0,5.0,2.0,67.0,61.0,1581.0,492.0,41.0,4.0,53.0,0.0,0.0,0.0,3800000.0,507500.0,3929200.0,524755.0,3929200.0,0.22897196261682243,0.35046728971962615,0.301255230125523,0.9925512104283054,2015,davisik02,1B
